Rating,Title,Content,Author Name,Date,Year
1.0,How many times can Paul Walker say 'Bro'?,"I liked Fast and the Furious... it had Diesel Power AND the hot n tempting Michelle Rodriguez... I don't think Paul Walker is that bad either......UNTIL, I saw _2 FAST! 2 FURIOUS!_  Jeez, now talk about crap. But then again, I care about street racing zero and the supporting cast even less.  Paul Walker couldn't save anything with his pretty pretty face no matter how many times he called Gangstas, cops, Ludacris, fellow racers, hot asian chicks, or his best friend from good ol' Barstow ""Bro"".   Even him saying ""Cus"" couldn't make him look down.  Sure, there's eye candy for about two hours....but then again the first one had that AND Diesel Power along with Michelle Rodriguez goodness....so, I'd say AVOID, unless you dig street racing(which ain't a bad thing) or like watching Paul Walker really really act like a poorman's Keanu Reeves.....with less talent",Steal-No-Evol,2003-06-06,2003
1.0,ABSOLUTELY AWFUL,"Don't waste your time, energy, & money on seeing this movie. It's absolutely the most horrible movie I've ever seen. If I had paid to see this movie I would be thoroughly upset! I cant even think of 4 lines worth of comments to say about this movie it's just so horrible please do not go watch it! I'm really disappointed that it moved Matrix Reloaded out of our stadium seating theatre.. This is such a horrible movie!!",marchinglion2003,2003-06-06,2003
1.0,Promoting false Macho Images Through Models driving cars,Fast Cars equals Strength and Popularity?Is American pop culture helping to promote stupidity though dangerous activities instead of intelligence?Lets just hope this film helps American Teens kill each other trying more Street Racing just like in the movie. Maybe Then less will forget to vote.,daltonmania,2003-06-06,2003
2.0,Almost as bad as Driven. And that's REALLY bad.,"Firstly let me say that I'm a huge fan of motorsport - F1, CHAMP cars, touring cars - and raced for several years myself, so I'm very critical of any inconsistencies(?) in motorsport in movies.   But this movie was absolutely insulting.  I almost walked out during the first half hour, something I've never done before. I know that with some movies nowadays, it's just mindless entertainment, and you're supposed to suspend disbelief and just enjoy it.  But this movie actually made me embarrassed to be a human being.  I'm not exaggerating. I'm yet to understand why, during a race, they're changing gears every 5 seconds and why, when someone draws near them, they suddenly plant their foot and take off.  Why wasn't their foot already planted? And we got a shot of the speedo rapidly accelerating from 110 to 160km/h when they've been going flat out in a straight line for 20 seconds This movie is full of the usual Hollywood cliches and every second word is ""bro"". The characters are so cheesey and not worth caring about that I wasn't even bothering to pay attention to the storyline. Okay, now for the few good points that stopped this movie from getting a 0 out of 10.  Eva Mendes is one of the most beautiful women I've ever seen and I want her bad.  The character of Roman Pearce slowly becomes funny and is the only reason to listen to any dialogue, but the cinema actually gasped in disbelief at one stage when he took his shirt off for virtually no reason at all, just to display his body. Um, I thought I had more good points, but I've just realised that's it.  The sound is pretty awesome, and I suppose the camerawork during the race scenes is good, but it's probably over 50% computer generated.  But apart from that, don't waste your money on this film.",hillsracing30,2003-06-06,2003
7.0,Fun Movie,"We went opening night - my husband (architect) and I (professor) took boys aged 15, 14 and 13 and a pair of 11 year old girls.  We ALL enjoyed 2 Fast 2 Furious - in fact my husband and I agree it was better than the first (we expected otherwise).  No gratuitous sex so it's okay for kids.  Plenty of humor, lots of COLOR, clever photography, a Miami Vice-style plot, exciting driving and stunts, and a lot of fun.",JBFLeBlanc,2003-06-06,2003
7.0,fun and entertaining for action fans,"I work at a movie theatre; and as such I get the benefits of seeing some movies earlier than others :) I am a fan of the first film (I bought it) so I figured I would see this one too since the staff were running it tonight. I pretty much thought this movie would bite huge, it wasnt bad at all, quite entertaining. Tyrese was pretty funny too, and Ludacris did a pretty decent job with his part, of course this movie isnt realistic...I still wonder about some of the things that happened - but leave your brain at the door and you'll have a blast. Im glad there were no sex scenes, as both of the main female actors I personally find kind of nasty. As a previous reviewer stated; its a fun summer movie. They're right.",rageprblm,2003-06-06,2003
10.0,Expected nothing but loved every minute.,"I'm a 53 year old woman and I didn't even want to go to this movie.  I thought the previews looked boring and figured it would be a waste without Van Diesel. There wasn't anything else opening so out of boredom I went.
What a great surprise to be mesmerized throughout the entire thing.  I caught myself clapping my hands and yelling in surprise at the great stunts, which I can't remember ever happening before. Paul Walker as Brian was great but Tyrese Gibson, as Roman, was incredible.  He made the whole show. My husband and friend really liked it also.
It was refreshing to have a show with a good plot, no boring parts but not continual brain numbing action either, unique and believable actors without 1000 F words like usual.  In fact it didn't have any and I would feel comfortable with a teenager seeing it. In other words, I thought this movie had a lot of class.",porterrockwell,2003-06-06,2003
2.0,fast lane for the big screen :(,"Tyrese can act, no doubt of that. The actress in the role of the undercover agent... what was her name, could it have been Latina Amber Theissan?The first Fast and Furious captured the vibe of LA's car culture. This film was nothing but gratuitous.  The only thing that was amused me was how the ambient techno soundtrack during the car chase scenes so vividly reminded me of the soundtrack of the Ridge Racer 4 Video Game.Lots of good hootchie babes in gratuitous scanty clothes, and the worst and most sad is that a film like this is going to do much to encourage the dangerous fad of street racing that causes so much heartache when the poor kids caught up in that pursuit can't really drive as well as Movie Stunt Drivers.Speaking of the car chases... it's all gritty closeups and trick shots. Never once do you get a feeling that there was some actual car racing going on. What would have been cool would have been a long shot here and there.
Our vote for the best supporting character was actress playing Suki. She can't act (maybe she'll improve with time) but she's got the most authentic street vibe in the pic.If there is one film you see this summer - let it be The Matrix Reloaded.",shadowycat,2003-06-06,2003
10.0,Better than the original,"2 Fast 2 Furious is a fun movie. It is better than the original. Lots of fun. A great summer action movie with a great cast. The storyline is good and the cast, especially Paul Walker and Tyrese do a awesome job. Also a good supporting cast. Lots of humor and action. A great summer movie.",Kellyann-1,2003-06-06,2003
5.0,Just Okay,"I didn't think that it was as good as the first one, not even close.  The cars were nice and the music was good, but it just didn't give me the rush the first one did.  The whole thing was pretty predictable from start to finish. 2 Stars out of 4",Cindy2u79,2003-06-06,2003
