Rating,Title,Content,Author Name,Date,Year
8.0,Evo? Where'd you get an Evo from?,"Story/Plot - Brian O'Conner (Walker) is an ex cop and along with his partner Roman Pearce (Gibson) they set on a job to transport dirty money for a shady Miami criminal Carter Verone (Hauser). However O'Conner and Pearce are working undercover for the police and are on a mission to bring Verone down.

Equipped with high powered cars and their wits they take on the challenge and work together to bring this criminal to his end.

My verdict - Loved this film and the combination of Paul Walker and Tyrese Gibson worked a treat. The lovely Eva Mendes was as pleasing to the eye as always. The story line was fantastic. Go undercover and work for the drug exporter and then bring him down whilst saving the girl. Plus doing all this in a modded Mitsubishi Evo and Mitsubishi Spyder, amazing cars and the exhaust tones were pleasing to the ear.",LostInFilmUK,2013-02-14,2013
5.0,Superficial at best,"What disturbed me about this movie, was that Singleton helmed it! The director of ""Boyz n the Hood"", and ""Higher Learning"". Well, those clearly were films with some talent in characters. But this one ? I know that this movie was produced clearly without much if any attention to acting. Remar, I hold accountable especially. With 24 years in the biz ? His ""acting"" hasn't gotten any better. Stiff, emotion-less, and autonomous. Either Singleton was too pre-occupied with aesthetics, or was too polite to ask for any emotions. Did Singleton just skip rehearsals and print the first and only takes ? I don't know, but I guess mediocre acting in a action film is too much to ask for. The villain was over-hyped to be so formidable. He was far from that. I find it hard to buy that stock. He doesn't have scores of henchmen or indulges in wanton, sadistic, violence arbitrarily. So aside from any acting, if you're a motorhead like me, the cars are the only characters who give any semblance of talent.",nvjs,2013-03-24,2013
5.0,2 Fast But 2 Formulaic,"""Boyz N the Hood"" director John Singleton's ""2 Fast 2 Furious"" should have been called ""2 Fast 2 Formulaic."" Vin Diesel skipped this routine crime thriller about smuggling that lacks the soul and substance of ""The Fast and the Furious."" Meantime, Paul Walker reprises his character. Illegal street racing still serves as a backdrop for this predictable but smoothly mounted melodrama about smuggling. Nevertheless, nothing here indicates where the considerably ret00led franchise would go after ""The Fast and the Furious: Tokyo Drift."" Producer Neal Moritz has a cameo as a cop driving a fast car. Scenarists Michael Brandt and Derek Haas have appropriated the characters created by Gary Scott Thompson for this follow-up film.

In ""2 Fast 2 Furious,"" former LAPD Detective Brian O'Conner (Paul Walker of ""Programmed to Kill"") has left Los Angeles and is struggling to keep a low profile in Miami, Florida. Unfortunately, Brian needs some bread, and he accepts Tej's offer for a race one night. Tej Parker (Chris 'Ludacris' Bridges of ""The Wash"") gives him four minutes to get to the race. Thirty-five hundred dollars is up for grabs, and Brian outraces three fleet opponents: Suki, Slap Jack, and Orange Julius in a neck-in-neck race that culminates with them hurdling airborne over a raised bridge. Of course, since Dominic Toretto doesn't win since he isn't competing, but O'Conner does. Slap Jack (Michael Ealy) skids out of control, leaves the track, and slams into a Pepsi sign. No sooner than they have completed this impromptu course than the FBI and U.S. Customs agents appear. Poor Brian winds up in police custody with a suspicious cop, Agent Markham (James Remar of ""The Warriors""), looking down his throat. Bad blood exists between these two throughout the 107 minutes of this opus. Bilkins (Thom Barry) offers Brian a deal that will clear him. Like Brian, Bilkins is the only other holdover from the original film. The Feds have a device that they use to stop cars dead in their tracks that appeared only in this film. They fire a triple-pronged device that they can operate by remote control that shuts down the car's electrical system. No such device is available, but it does bolster the suspense in the racing scenes.

This time around, the FBI want to clap the handcuffs on a big-time dealer, Carter Verone (Cole Hauser of ""Pitch Black""), but Verone is too slippery for them. He has a couple of nasty bodyguards, Roberto (Roberto 'Sanz' Sanchez) and Enrique (Mo Gallini), carrying out his commands. The Feds have a deep, undercover agent, sexy Monica (Eva Mendiz of ""Training Day), working with him. Markham tries to force Brian to work with Agent Dunn, but our protagonist exposes Dunn as too stupid. He grills him about a Gallo engine. Naturally, the ignorant FBI knows nothing about cars, and the Feds rethink their plans and remove Dunn. Incidentally, Brian asked about Gallo because Dunn was drinking from a cup labeled Gallo's Pizza. Instead, Brian selects a former friend, Roman Pearce (Tryese Gibson of ""Baby Boy""), who still harbors a grudge against our hero.

Brian and Roman join Carter's gang after they prove they can drive like Hell. Carter auditions several hotshot drivers and asks them to careen to a compound some 20 miles away to where his red Ferrari is parked with an envelope in the glove box. They are to retrieve the envelop and bring it back to him. Naturally, Brian and Roman double-team and beat everybody else. Unfortunately, they get the surprise of their lives when the suspicious Markham shows up at the last minute.

Nevertheless, our heroes get back and discover that all they've gotten for Carter is a fat cigar. Carter is a cigar smoking fiend with his own personal cutter that Roman tries to steal without luck. Like its characters, ""2 Fast 2 Furious"" contains more nuance than depth. The characters are more interesting than the lackluster plot. Although Carter is as suspicious of Brian and Roman as Agent Markham is, Carter isn't the equivalent of a James Bond villain. He dresses immaculately and talks tough, but he doesn't get behind the wheel of a car and spin out. He is like a colorless, low-class Scarface type. Cole Hauser makes him look tough, but the scribes fail to make him memorable. The big finale has Brian leaping his car and crashing it into Carter's yacht as the kingpin villain tries to escape. At fade out, Bilkins honors his proposition to clear them. Not only does he leave them with cars, but also our heroes who were carrying stacks of dough use their illicit loot to open a garage in Miami.

Clearly, ""2 Fast 2 Furious"" found the franchise on idle. Who would have thought that this franchise would have opened up after Dom returned in ""Fast and Furious?""",zardoz-13,2013-03-27,2013
6.24,Decent Entertainment But Not As Good As the First,"2 Fast 2 Furious (2003)** 1/2 (out of 4)Sequel to THE FAST AND THE FURIOUS has former cop Brian O'Conner (Paul Walker) pulled back into the game when he's asked to go undercover and link a drug dealer to some flowing cash. O'Conner brings in his buddy Roman (Tyrese Gibson) as the two try to bring down the drug dealer so that their records will be cleared. I think it's safe to say that John Singleton is pretty much above this type of material and I think his inexperience in the genre somewhat hurts the picture. There's no question that the man knows how to tell a story and I think he does a great job with just about everything in the picture except for the car races and stunts. The one area where this sequel is really lacking is in regards to the races because they all look rather poor. A lot of this can be blamed on how they're shot and I also wasn't too impressed with the editing during these scenes. It really did seem as if they didn't film anything in a good way so they had to cover it up with the editing. Another bad thing is when the cars hit their ""turbo"" we're given some very bad effects with all the scenery getting blurry. This here just doesn't work. The rest of the film I thought was pretty good as we're given characters we like and there's no question that there's plenty of eye candy at work. Walker and Gibson are both good in their parts as they share some nice chemistry and both manage to play it cool. Eva Mendes doesn't get too much to do except try out a good looking bikini, which I'm sure will be enough for most. The rest of the supporting players are good in their parts including Cole Hauser as the bad guy as Ludicrous as a racing buddy. At just 108-minutes the film never overstays its welcome and director Singleton at least keeps the film moving at a nice pace. The story itself is downright idiotic but this is a popcorn movie after all so it's not that big of a deal.",Michael_Elliott,2013-04-07,2013
6.0,Not as fast and furious as the first but OK still nonetheless.,"2 Fast 2 Furious is in many, many ways a far inferior film to it's predecessor The Fast and the Furious. But what it does have, is a certain likability to it, which i don't fully understand.Returning star Paul Walker, playing ex-under cop turned fugitive Brian O'Conner has a chance to redeem himself and with the help of child hood friend Roman Pearce (Tyrese Gibson) bring down drug lord Carter Verone (Cole Hauser). It brings what is expected for the film, Sexy ladies wearing skimpy outfits, men who look good with their tops off, and extremely fast cars. As already stated the film is worse than the first in a lot ways, the acting is pretty poor throughout the cast, particularly Cole Hauser who was a bad choice for the antagonist. As for me he failed to express a methodical calculating bag guy which i think he was going for. The film also move towards CGI green screen with it's effects which take away from some of the original's appeal, and making it look worse that the first also.Good things about the film are the two leads do share a pretty easy going chemistry with each other, which made some their bickering scenes fun to watch. It also brings in the appealing Eva Mendes after her kind of breakthrough role in the film Training Day. Some of the action scenes and car chases were very good though. They did feel a bit Michael Bay like. Making me think John Singleton may have gone to him for advice before making this, and what ever you think about Bay, his actions scenes are usually well choreographed. A Film i can understand why some people will hate, but i have to say i had to much fun watching to dislike it.",paulsrobinson,2013-05-21,2013
6.24,2 times the fast 2 times the furious but still not better than the original.,"This film brings back more of what we loved from the first film with all the cars, girls, and action and multiplies it. However it is still inferior to the first film but that dosen't mean it isn't awesome. This movie has gotten a lot of criticism and i don't understand why there is so much hate for this movie. Some people complained about the lack of plot and the casts acting skills but I don't care about that. I watch these Fast films to be entertained and I was throughly entertained with this one. Even though it dosen't match up to the original it still excels in excitement. I mean how could you go wrong with taking the series to Miami were our eyes will be blessed with dozens of beautiful beach girls. And the races in this movie are also very exciting to. And let's not forget the awesome chase sequence in the film as well. Paul Walker and Tyrese Gibson make a great team and show us why this movie is so cool. I still love this movie despite the many negative reviews I've seen and to all the haters I say forget about the plot and just enjoy the perks. This movie is made for entertainment not Oscar awards and as far as entertainment goes It was grade A popcorn style.",daniel_velker,2013-05-23,2013
7.0,2 Fast but not so Furious,"Before I start about anything. I was little disappointed with this movie. So second movie of The Fast and the Furious franchise didn't full my expectations. Brian is the only one of the main characters who stays in this film from the last film crew. The plot get little bit more action then the last movie so they filled up that part. They put the bad guy, so it gets some action. You still got some badass cars, but it is not about tuning this time. Races from 1/4 of a mile sprint now evolve into circuit races and highway chasing and running from police. The film is mainly about undercover mission to catch that bad guys similar to the last movie, but I miss that there is no one else from the old crew. Still this movie deserve 7, and current rate is underrated. Watch this movie, it won't have much roll into plot in later movie, don't have high expectations and you will like it. It is still worth seeing.",BearGlove,2013-05-28,2013
8.0,Not as good as the first but still entertaining.,"2 Fast 2 Furious isn't quite as good as the first film but it's still a really good movie in its own right. The cast was great once again with Paul Walker returning to his role as Brian O'Connor and Tyrese Gibson and Eva Mendes adding new character dynamics. Tyrese in particular was great. If there's one thing the first film lacked it's that there wasn't much humor. It was a very serious film and while that's great, Tyrese's character, Roman Pearce, added some great laughs at some unexpected moments. The cinematic effects were much better in this film also. The only negatives were that some of the action sequences were a little overboard (Dukes of Hazard jump for example) and the dialogue had too much street car jargon to the extent that some of it felt forced. ""That Yenko will snap a speedo in 5 seconds"" is an example of the type of dialogue that doesn't actually feel genuine in its placement in the film. Nonetheless, a really good movie with solid acting and great action.",Bruce722,2013-06-02,2013
7.0,"More Like A Spin Off Than A Sequel,","2 Fast 2 Furious is a good movie with a very thought out storyline and a decent cast.It is the first of many sequels to The Fast And The Furious but this time around it is only Paul Walker.Brian O'Conner was suppose to be the star in the first one,but Vin Diesel ends up stealing the show,and is absence from this doesn't help the movie out.I did like how Paul Walker got the spotlight he deserves this time however,because there is no actor in this good enough to steal the show,I know Ludicrous is a big star,but hes not a very good actor.Fans of the original will be disappointed,but can still enjoy this sequel,but there are much fewer car chases.Brian O'Connor must investigate and find a local drug-lord with some help with an old friend from college or else he will be put into jail for letting Dominic escape from them in the first Fast and Furious.",lesleyharris30,2013-06-08,2013
7.0,More entertaining and colorful than the first.,"Ah, the one with the infamous sequel title. Directed by... John Singleton? Odd choice, but I'll take him over Rob Cohen I guess. Where the first film was POINT BREAK WITH CARS, this one is Miami VICE WITH CARS so... Aw, to hell with it. This was way better than the first. Like the title implies, it's bigger, more colorful and more absurd. Once again Paul Walker isn't the most charismatic leading actor to grace the screen (Ludacris has more charisma, let's put it that way), but at least they're not trying to give him some dramatic soap opera nonsense. Now he's just a guy who drives really good, a cypher that audiences can easily project themselves to. There's some conflict between him and Tyrese Gibson, but it's more banter than anything else. The whole thing is brainless, but there's a measure of color and absurdity that makes it watchable, certainly more than the last one.",tmm_8705,2013-06-28,2013
